"DATE","GEOID","GEO","NAME","POSITIVE","POS_NEW","POS_7DAYAVG","NEGATIVE","NEG_NEW","NEG_7DAYAVG","DEATHS","DTH_NEW","DTH_7DAYAVG","TEST_NEW","TEST_7DAYAVG","HOSP_YES","HOSP_NO","HOSP_UNK","POS_FEM","POS_MALE","POS_OTH","POS_0_9","POS_10_19","POS_20_29","POS_30_39","POS_40_49","POS_50_59","POS_60_69","POS_70_79","POS_80_89","POS_90","DTHS_FEM","DTHS_MALE","DTHS_OTH","DTHS_0_9","DTHS_10_19","DTHS_20_29","DTHS_30_39","DTHS_40_49","DTHS_50_59","DTHS_60_69","DTHS_70_79","DTHS_80_89","DTHS_90","POS_AIAN","POS_ASN","POS_BLK","POS_WHT","POS_MLTOTH","POS_UNK","POS_E_HSP","POS_E_NHSP","POS_E_UNK","DTH_AIAN","DTH_ASN","DTH_BLK","DTH_WHT","DTH_MLTOTH","DTH_UNK","DTH_E_HSP","DTH_E_NHSP","DTH_E_UNK","POS_HC_Y","POS_HC_N","POS_HC_UNK","IP_Y_0_9","IP_Y_10_19","IP_Y_20_29","IP_Y_30_39","IP_Y_40_49","IP_Y_50_59","IP_Y_60_69","IP_Y_70_79","IP_Y_80_89","IP_Y_90","IP_N_0_9","IP_N_10_19","IP_N_20_29","IP_N_30_39","IP_N_40_49","IP_N_50_59","IP_N_60_69","IP_N_70_79","IP_N_80_89","IP_N_90","IP_U_0_9","IP_U_10_19","IP_U_20_29","IP_U_30_39","IP_U_40_49","IP_U_50_59","IP_U_60_69","IP_U_70_79","IP_U_80_89","IP_U_90","IC_YES","IC_Y_0_9","IC_Y_10_19","IC_Y_20_29","IC_Y_30_39","IC_Y_40_49","IC_Y_50_59","IC_Y_60_69","IC_Y_70_79","IC_Y_80_89","IC_Y_90","OBJECTID"
2020-09-26,"55","State","WI",113645,2817,2011.86,1393412,9767,9709.29,1281,7,5.71,12584,11721.14,7041,64903,41701,57905,55553,187,3635,14653,29092,17217,14991,15480,10032,5172,2495,878,578,702,1,0,0,9,17,38,86,212,329,367,223,1257,2696,10925,79320,9246,10201,19309,78550,15786,16,36,232,951,26,20,150,1106,25,7921,64366,41358,67,134,478,573,730,1070,1402,1364,931,292,2381,7726,16400,10375,9137,9371,5791,2458,957,307,1187,6793,12214,6269,5124,5039,2839,1350,607,279,1153,7,6,41,52,115,195,300,253,136,48,194958
2020-09-25,"55","State","WI",110828,2504,1935.57,1383645,12575,9769.57,1274,9,5.14,15079,11705.14,6962,63269,40597,56424,54219,185,3547,14250,28476,16813,14597,15043,9755,5044,2443,860,575,698,1,0,0,9,17,38,85,210,329,366,220,1222,2636,10832,77029,9116,9993,19048,76445,15335,16,36,232,946,25,19,148,1102,24,7835,63617,39376,67,134,475,568,724,1060,1382,1345,920,287,2317,7496,16077,10144,8896,9094,5626,2388,932,299,1163,6620,11924,6101,4977,4889,2747,1311,591,274,1150,7,6,41,51,115,195,300,251,136,48,203077
2020-09-24,"55","State","WI",108324,2392,1939.71,1371070,10887,9478,1265,6,4.86,13279,11417.71,6897,61842,39585,55162,52978,184,3455,13923,27931,16451,14254,14636,9503,4925,2400,846,571,693,1,0,0,9,17,38,85,210,323,363,220,1179,2602,10743,75021,9022,9757,18854,74558,14912,16,35,231,939,25,19,147,1094,24,7766,62739,37819,65,136,475,564,721,1045,1370,1327,909,285,2258,7316,15795,9909,8682,8871,5472,2335,915,289,1132,6471,11661,5978,4851,4720,2661,1263,576,272,1006,5,6,39,47,102,172,251,223,121,40,289885
2020-09-23,"55","State","WI",105932,1762,1888.57,1360183,11691,9267.14,1259,8,4.43,13453,11155.71,6821,60596,38515,53961,51789,182,3361,13551,27377,16150,13955,14274,9261,4815,2346,842,569,689,1,0,0,9,17,37,85,209,322,360,220,1154,2554,10664,73043,8896,9621,18622,72697,14613,16,35,231,933,25,19,147,1088,24,7704,61944,36284,65,132,471,556,714,1033,1358,1314,895,283,2197,7148,15552,9743,8514,8663,5331,2271,893,284,1099,6271,11354,5851,4727,4578,2572,1230,558,275,998,5,6,38,47,102,170,250,222,118,40,273441
2020-09-22,"55","State","WI",104170,1672,1838,1348492,10865,9138.14,1251,7,4.43,12537,10976.14,6765,59520,37885,53051,50940,179,3290,13326,26979,15885,13723,14008,9072,4735,2312,840,568,682,1,0,0,9,16,38,84,205,321,359,219,1129,2530,10613,71579,8825,9494,18455,71360,14355,16,36,230,925,24,20,144,1080,27,7637,61283,35250,65,131,468,553,712,1027,1347,1294,885,283,2142,7012,15283,9580,8368,8517,5222,2232,880,284,1083,6183,11228,5752,4643,4464,2503,1209,547,273,991,5,6,38,47,102,168,249,219,117,40,177980
2020-09-21,"55","State","WI",102498,1271,1791.71,1337627,5525,9145.71,1244,2,4.86,6796,10937.43,6692,58537,37269,52203,50120,175,3236,13064,26575,15653,13538,13785,8919,4632,2273,823,565,678,1,0,0,9,16,37,84,204,321,353,220,1097,2508,10536,70245,8723,9389,18301,70028,14169,16,34,230,921,24,19,144,1076,24,7566,60698,34234,65,125,459,549,700,1021,1339,1282,875,277,2107,6853,15056,9444,8255,8375,5132,2168,864,283,1064,6086,11060,5660,4583,4389,2448,1182,534,263,1117,7,5,40,51,114,191,295,242,127,45,272926
2020-09-20,"55","State","WI",101227,1665,1720.29,1332102,6655,8806.29,1242,1,4.57,8320,10526.57,6653,57884,36690,51581,49476,170,3210,12864,26234,15464,13395,13633,8804,4571,2236,816,563,678,1,0,0,9,16,37,84,204,320,353,219,1088,2482,10498,69229,8633,9297,18185,69076,13966,16,34,230,919,24,19,144,1075,23,7533,60165,33529,63,123,456,546,698,1018,1332,1276,866,275,2095,6740,14903,9345,8183,8286,5066,2131,852,283,1052,6001,10875,5573,4514,4329,2406,1164,518,258,1115,7,5,39,51,114,191,295,241,127,45,272518
2020-09-19,"55","State","WI",99562,2283,1708.43,1325447,10189,8734.57,1241,3,4.57,12472,10443,6619,57214,35729,50718,48673,171,3164,12552,25744,15277,13214,13447,8660,4494,2201,809,562,678,1,0,0,9,16,37,84,204,320,353,218,1068,2458,10448,67966,8524,9098,18043,67876,13643,16,34,230,918,24,19,144,1074,23,7497,59800,32265,63,121,452,543,697,1016,1326,1268,860,273,2073,6626,14743,9255,8099,8197,5001,2096,842,282,1028,5805,10549,5479,4418,4234,2333,1130,499,254,1112,7,5,38,51,114,191,293,241,127,45,271391
2020-09-18,"55","State","WI",97279,2533,1575.57,1315258,10534,8746.29,1238,7,5.86,13067,10321.86,6569,56049,34661,49599,47514,166,3095,12091,25098,15013,12943,13160,8495,4414,2166,804,562,675,1,0,0,9,16,37,84,204,317,353,218,1034,2422,10391,66165,8383,8884,17886,66144,13249,16,34,230,915,24,19,144,1072,22,7421,59081,30777,61,120,452,539,694,1013,1312,1256,851,271,2022,6425,14443,9106,7949,8043,4892,2058,831,280,1012,5546,10203,5368,4300,4104,2291,1100,484,253,1110,7,5,38,51,114,191,293,240,126,45,270868
2020-09-17,"55","State","WI",94746,2034,1409.29,1304724,9411,8468,1231,3,5.43,11445,9877.29,6522,54949,33275,48375,46209,162,3018,11572,24364,14703,12670,12883,8292,4316,2133,795,560,670,1,0,0,9,15,36,84,204,314,351,218,1013,2369,10284,64185,8294,8601,17699,64275,12772,16,33,230,909,24,19,144,1065,22,7365,58211,29170,61,119,450,535,686,1011,1307,1240,846,267,1994,6237,14157,8954,7813,7892,4794,2018,811,279,963,5216,9757,5214,4171,3980,2191,1058,476,249,1105,7,5,38,50,114,191,291,238,126,45,265529
2020-09-16,"55","State","WI",92712,1408,1339.71,1295313,10788,8162.86,1228,8,6.43,12196,9502.57,6454,53959,32299,47337,45218,157,2970,11129,23790,14452,12476,12643,8145,4229,2094,784,559,669,0,0,0,9,15,36,84,204,314,350,216,983,2335,10226,62594,8126,8448,17508,62689,12515,15,33,230,907,24,19,143,1063,22,7252,57046,28414,61,118,441,525,684,1002,1292,1228,838,265,1965,6036,13903,8820,7688,7769,4724,1974,802,278,944,4975,9446,5107,4104,3872,2129,1027,454,241,1098,7,5,38,50,114,190,290,235,126,43,191064
2020-09-15,"55","State","WI",91304,1348,1261,1284525,10918,7766.57,1220,10,7.43,12266,9027.57,6406,53135,31763,46657,44491,156,2937,10854,23414,14296,12314,12439,8036,4173,2066,775,558,662,0,0,0,9,15,36,84,204,311,346,215,956,2309,10190,61446,8090,8313,17400,61598,12306,15,33,229,900,24,19,142,1056,22,7155,56115,28034,61,116,434,521,683,996,1282,1220,830,263,1945,5898,13680,8727,7572,7645,4653,1951,789,275,931,4840,9300,5048,4059,3798,2101,1002,447,237,1090,7,5,37,50,114,190,289,231,125,42,249267
2020-09-14,"55","State","WI",89956,771,1170.86,1273607,3149,6687.71,1210,0,6,3920,7858.57,6350,52228,31378,45996,43803,157,2914,10598,23038,14135,12153,12285,7927,4094,2039,773,551,659,0,0,0,9,15,35,84,199,309,344,215,939,2289,10149,60241,8086,8252,17285,60470,12201,14,32,229,892,24,19,141,1046,23,7061,55096,27799,60,116,431,516,682,985,1273,1209,819,259,1919,5740,13445,8618,7446,7529,4584,1897,775,275,935,4742,9162,5001,4025,3771,2070,988,445,239,1083,7,5,36,50,114,190,285,231,124,41,261591
2020-09-13,"55","State","WI",89185,1582,1141.71,1270458,6153,6937.71,1210,1,6,7735,8079.43,6332,51885,30968,45617,43413,155,2897,10363,22791,14062,12096,12227,7885,4077,2021,766,551,659,0,0,0,9,15,35,84,199,309,344,215,933,2277,10125,59717,7956,8177,17225,59933,12027,14,32,229,892,24,19,141,1046,23,7020,54644,27521,60,115,429,515,679,984,1269,1206,816,259,1910,5661,13328,8576,7420,7498,4559,1891,768,274,927,4587,9034,4971,3997,3745,2057,980,437,233,1080,7,5,36,50,113,190,285,231,123,40,250041
2020-09-12,"55","State","WI",87603,1353,1043.29,1264305,10271,6718.14,1209,12,5.86,11624,7761.43,6309,51197,30097,44813,42637,153,2864,10008,22255,13916,11964,12058,7771,4019,1991,757,551,658,0,0,0,9,15,35,84,199,309,343,215,916,2249,10095,58513,7842,7988,17134,58757,11712,14,32,229,891,24,19,141,1045,23,6956,53902,26745,60,112,429,514,677,982,1266,1202,810,257,1886,5570,13130,8483,7336,7407,4495,1859,759,272,918,4326,8696,4919,3951,3669,2010,958,422,228,1078,7,5,35,50,113,190,285,231,123,39,255695
2020-09-11,"55","State","WI",86250,1369,985.14,1254034,8586,6261.57,1197,4,6.29,9955,7246.71,6263,50341,29646,44076,42012,162,2840,9739,21820,13780,11810,11891,7672,3968,1974,756,546,651,0,0,0,9,15,35,83,197,306,338,214,894,2227,10066,57338,7842,7883,17019,57665,11566,14,32,228,877,25,21,140,1032,25,6863,52888,26499,59,111,422,513,672,979,1255,1190,804,258,1863,5406,12862,8392,7243,7289,4438,1829,748,271,918,4222,8536,4875,3895,3623,1979,949,422,227,1074,7,5,35,50,113,189,283,231,122,39,199122
2020-09-10,"55","State","WI",84881,1547,1003.57,1245448,7275,6492.71,1193,10,6.71,8822,7496.29,6222,49658,29001,43367,41350,164,2794,9398,21396,13666,11679,11742,7586,3919,1949,752,544,649,0,0,0,9,15,34,83,195,305,338,214,875,2196,10026,56295,7690,7799,16896,56585,11400,14,32,228,875,25,19,140,1029,24,6787,51913,26181,59,107,417,508,672,971,1252,1182,798,256,1829,5291,12671,8311,7168,7195,4379,1810,734,270,906,4000,8308,4847,3839,3576,1955,927,417,226,1068,7,5,35,50,112,186,283,231,120,39,250938
2020-09-09,"55","State","WI",83334,857,886.43,1238173,8014,6660.71,1183,15,5.86,8871,7547.14,6173,48928,28233,42572,40608,154,2757,8887,20946,13522,11576,11596,7500,3872,1931,747,541,642,0,0,0,8,15,34,83,192,303,335,213,862,2167,9997,55193,7456,7659,16774,55399,11161,14,31,228,865,24,21,137,1018,28,6716,51082,25536,59,104,414,507,668,963,1243,1173,786,256,1796,5168,12474,8215,7087,7104,4309,1781,729,265,902,3615,8058,4800,3821,3529,1948,918,416,226,1058,7,5,35,50,111,183,280,228,120,39,253176
2020-09-08,"55","State","WI",82477,717,841.86,1230159,3366,6634.57,1168,0,5.43,4083,7476.43,6118,48244,28115,42144,40177,156,2739,8752,20707,13394,11495,11472,7430,3821,1925,742,534,634,0,0,0,8,15,33,82,191,300,328,211,838,2162,9963,54479,7436,7599,16715,54682,11080,13,31,226,852,26,20,134,1007,27,6642,50318,25517,59,102,411,503,663,953,1232,1159,780,256,1781,5055,12290,8120,7022,6998,4246,1742,726,264,899,3595,8006,4771,3810,3521,1952,920,419,222,1052,7,5,35,49,110,182,280,226,119,39,193303
2020-09-07,"55","State","WI",81760,567,879.57,1226793,4899,7705.57,1168,0,6.57,5466,8585.14,6089,47919,27752,41777,39829,154,2728,8543,20521,13318,11442,11398,7370,3787,1913,740,534,634,0,0,0,8,15,33,82,191,300,328,211,833,2154,9942,53951,7326,7554,16651,54145,10964,13,31,226,852,26,20,134,1007,27,6599,49855,25306,59,102,409,500,663,947,1223,1154,776,256,1775,4994,12199,8072,6987,6963,4213,1728,724,264,894,3447,7913,4746,3792,3488,1934,905,413,220,1052,7,5,35,49,110,182,280,226,119,39,197642
2020-09-06,"55","State","WI",81193,893,836.57,1221894,4616,7513.14,1168,0,6.57,5509,8349.71,6070,47574,27549,41491,39549,153,2715,8437,20363,13252,11383,11329,7313,3762,1903,736,534,634,0,0,0,8,15,33,82,191,300,328,211,823,2141,9924,53498,7279,7528,16613,53685,10895,13,31,226,852,26,20,134,1007,27,6547,49467,25179,58,100,409,498,662,945,1220,1151,774,253,1759,4945,12111,8025,6939,6922,4178,1710,721,264,898,3392,7843,4729,3782,3462,1915,901,408,219,1050,7,5,35,49,110,182,278,226,119,39,247094
2020-09-05,"55","State","WI",80300,946,785.71,1217278,7075,7505.43,1168,15,7,8021,8291.14,6048,47157,27095,41020,39131,149,2689,8241,20115,13160,11288,11205,7248,3730,1890,734,534,634,0,0,0,8,15,33,82,191,300,328,211,815,2125,9906,52853,7185,7416,16548,53077,10675,13,31,226,852,26,20,134,1007,27,6489,48978,24833,58,98,405,498,661,943,1215,1147,771,252,1746,4889,12004,7975,6884,6847,4142,1693,714,263,885,3254,7706,4687,3743,3415,1891,890,405,219,1047,7,5,34,49,110,182,278,226,117,39,246394
2020-09-04,"55","State","WI",79354,1498,767.57,1210203,10204,7628,1153,7,5.71,11702,8395.57,5998,46534,26822,40529,38679,146,2670,8028,19843,13073,11191,11074,7181,3682,1881,731,530,623,0,0,0,8,14,33,82,187,296,324,209,808,2111,9873,52060,7121,7381,16456,52273,10625,13,31,224,842,26,17,134,997,22,6410,48275,24669,58,99,401,493,654,936,1208,1131,766,252,1730,4798,11820,7895,6819,6746,4091,1668,708,259,882,3131,7622,4685,3718,3392,1882,883,407,220,1043,7,5,34,49,110,182,278,224,115,39,241023
2020-09-03,"55","State","WI",77856,727,674,1199999,8451,7357.86,1146,4,5,9178,8031.86,5946,45743,26167,39809,37904,143,2625,7817,19447,12868,10996,10877,7043,3612,1849,722,525,621,0,0,0,8,13,33,82,187,293,322,208,788,2086,9816,50955,7002,7209,16296,51206,10354,13,31,224,834,27,17,132,990,24,6320,47413,24123,59,97,398,488,647,929,1197,1120,759,252,1697,4699,11628,7792,6710,6617,4016,1629,697,258,869,3021,7421,4588,3639,3331,1830,863,393,212,1036,7,5,34,47,110,181,277,222,114,39,242148
2020-09-02,"55","State","WI",77129,545,695.57,1191548,7831,7566.71,1142,12,6,8376,8262.29,5916,45334,25879,39447,37541,141,2602,7706,19296,12768,10895,10772,6976,3564,1832,718,522,620,0,0,0,8,13,33,81,187,293,320,207,780,2077,9782,50402,6961,7127,16236,50665,10228,13,31,224,830,27,17,132,987,23,6273,46950,23906,59,96,397,486,646,924,1187,1116,754,251,1682,4642,11547,7741,6650,6552,3971,1602,690,257,861,2968,7352,4541,3599,3296,1818,846,388,210,1030,7,5,34,47,110,180,276,220,113,38,243271
2020-09-01,"55","State","WI",76584,981,727.43,1183717,10863,7820.86,1130,8,5.14,11844,8548.29,5878,44957,25749,39165,37277,142,2591,7623,19174,12682,10809,10692,6932,3538,1827,716,517,613,0,0,0,8,12,33,80,184,291,317,205,775,2073,9754,49969,6931,7082,16184,50236,10164,13,31,224,819,27,16,132,975,23,6218,46484,23882,59,96,394,480,642,921,1180,1107,750,249,1671,4595,11459,7680,6592,6495,3939,1582,687,257,861,2932,7321,4522,3575,3276,1813,849,390,210,1026,6,5,34,47,110,180,275,219,112,38,231733
2020-08-31,"55","State","WI",75603,266,678.43,1172854,3552,7604.57,1122,0,5.86,3818,8283,5817,44266,25520,38710,36756,137,2561,7498,18919,12526,10698,10554,6840,3491,1804,712,514,608,0,0,0,8,12,33,81,182,287,314,205,757,2062,9705,49115,6862,7102,16032,49487,10084,13,31,222,814,26,16,133,967,22,6132,45772,23699,57,96,387,476,637,912,1171,1095,740,246,1649,4504,11286,7568,6510,6410,3860,1553,671,255,855,2898,7246,4482,3551,3232,1809,843,393,211,1020,6,5,34,48,110,179,272,218,110,38,233825
2020-08-30,"55","State","WI",75337,537,696.43,1169302,4562,7736.14,1122,3,5.86,5099,8432.57,5804,44129,25404,38582,36620,135,2557,7466,18855,12484,10658,10519,6812,3480,1797,709,514,608,0,0,0,8,12,33,81,182,287,314,205,749,2061,9679,48915,6858,7075,16001,49314,10022,13,31,222,814,26,16,133,967,22,6114,45591,23632,57,96,387,474,635,911,1169,1093,736,246,1645,4492,11248,7544,6486,6395,3849,1547,668,255,855,2878,7220,4466,3537,3213,1794,840,393,208,1020,6,5,34,48,110,179,272,218,110,38,235275
2020-08-29,"55","State","WI",74800,819,684.43,1164740,7933,7707.43,1119,6,5.43,8752,8391.86,5775,43859,25166,38309,36358,133,2544,7387,18728,12407,10595,10448,6743,3453,1789,706,513,606,0,0,0,8,12,33,80,181,286,314,205,745,2045,9673,48532,6805,7000,15957,48952,9891,13,31,222,812,25,16,131,966,22,6088,45257,23455,56,95,387,475,634,909,1159,1083,732,245,1640,4462,11183,7500,6458,6353,3811,1532,667,253,848,2830,7158,4432,3503,3186,1773,838,390,208,1017,6,5,34,48,110,178,270,218,110,38,234867
2020-08-28,"55","State","WI",73981,843,703.14,1156807,8313,7681.29,1113,2,6.43,9156,8384.43,5736,43363,24882,37885,35963,133,2525,7296,18529,12282,10465,10335,6656,3415,1774,704,511,602,0,0,0,8,12,33,79,179,286,311,205,735,2029,9652,47882,6749,6934,15875,48317,9789,13,31,222,807,24,16,129,962,22,6033,44705,23243,55,95,384,474,628,902,1151,1075,728,244,1627,4407,11065,7426,6379,6288,3748,1513,659,251,843,2794,7080,4382,3458,3145,1757,827,387,209,1010,6,5,34,48,110,178,266,217,108,38,238821
2020-08-27,"55","State","WI",73138,878,700.71,1148494,9913,7885.71,1111,11,6.29,10791,8586.43,5684,42853,24601,37435,35576,127,2494,7202,18306,12167,10358,10209,6577,3371,1760,694,511,600,0,0,0,8,12,33,79,178,286,310,205,725,2014,9605,47226,6704,6864,15777,47700,9661,13,31,222,805,24,16,129,959,23,5954,44175,23009,53,93,379,471,624,893,1138,1067,725,241,1607,4350,10943,7351,6308,6213,3694,1489,648,250,834,2759,6984,4345,3426,3103,1745,815,387,203,1004,6,5,33,48,110,177,266,214,107,38,239943
2020-08-26,"55","State","WI",72260,768,681,1138581,9610,7774,1100,6,5.71,10378,8455,5651,42299,24310,37002,35130,128,2470,7106,18061,12025,10263,10086,6492,3329,1737,691,507,593,0,0,0,8,12,33,79,177,284,305,202,714,1995,9564,46601,6617,6769,15653,47122,9485,13,31,221,796,23,16,128,951,21,5891,43599,22770,54,93,378,469,622,888,1128,1063,716,240,1594,4306,10796,7247,6232,6127,3639,1469,639,250,822,2707,6887,4309,3409,3071,1725,797,382,201,996,6,5,33,46,109,176,263,213,107,38,232946
2020-08-25,"55","State","WI",71492,638,666,1128971,9349,7653.43,1094,13,6,9987,8319.43,5610,41823,24059,36649,34717,126,2448,7049,17852,11910,10146,9979,6407,3286,1725,690,505,589,0,0,0,8,12,33,76,175,284,305,201,702,1982,9509,45988,6547,6764,15554,46547,9391,13,30,219,793,23,16,127,946,21,5841,43085,22566,54,93,378,467,618,877,1124,1052,708,239,1582,4257,10678,7161,6162,6063,3590,1450,631,249,812,2699,6796,4282,3366,3039,1693,784,386,202,996,6,5,34,46,109,176,263,213,106,38,133077
2020-08-24,"55","State","WI",70854,392,665.43,1119622,4473,7654.57,1081,0,6,4865,8320,5573,41344,23937,36350,34377,127,2416,6987,17705,11818,10070,9874,6342,3242,1712,688,502,579,0,0,0,8,12,33,76,172,282,299,199,695,1970,9472,45493,6516,6708,15457,46057,9340,13,30,219,782,21,16,125,936,20,5784,42586,22484,53,92,374,463,617,871,1117,1044,704,238,1556,4209,10582,7084,6101,5991,3536,1420,620,245,807,2686,6749,4271,3352,3012,1689,778,388,205,991,5,5,34,45,109,176,262,211,106,38,146531
2020-08-23,"55","State","WI",70462,453,674.43,1115149,4361,7802.29,1081,0,6,4814,8476.71,5558,41118,23786,36138,34199,125,2404,6942,17611,11760,10020,9807,6295,3233,1703,687,502,579,0,0,0,8,12,33,76,172,282,299,199,693,1964,9451,45185,6482,6687,15402,45788,9272,13,30,219,782,21,16,125,936,20,5756,42338,22368,51,91,371,462,618,869,1114,1043,701,238,1550,4185,10529,7050,6073,5953,3504,1415,614,245,803,2666,6711,4248,3329,2985,1677,775,388,204,990,5,5,33,45,109,176,262,211,106,38,144397
2020-08-22,"55","State","WI",70009,950,707.57,1110788,7750,7952.71,1081,13,6.14,8700,8660.29,5545,40883,23581,35928,33957,124,2390,6895,17487,11675,9958,9744,6263,3216,1697,684,502,579,0,0,0,8,12,33,76,172,282,299,199,690,1960,9399,44865,6451,6644,15353,45486,9170,13,30,219,782,21,16,125,936,20,5728,42095,22186,51,90,371,462,617,867,1112,1038,700,237,1540,4164,10468,7010,6033,5922,3484,1406,611,245,799,2641,6648,4203,3308,2955,1667,772,386,202,986,5,5,33,45,108,175,260,211,106,38,228221
2020-08-21,"55","State","WI",69059,826,690.29,1103038,9744,8346.43,1068,1,6.14,10570,9036.71,5505,40377,23177,35491,33444,124,2355,6819,17222,11509,9819,9625,6179,3173,1678,680,496,572,0,0,0,8,12,33,75,169,280,293,198,680,1944,9274,44207,6392,6562,15220,44875,8964,13,30,217,771,20,17,123,923,22,5650,41558,21851,50,90,368,461,612,863,1104,1030,691,236,1519,4118,10353,6930,5968,5831,3432,1381,602,243,786,2611,6501,4118,3239,2931,1643,762,385,201,982,5,5,33,45,108,175,258,210,105,38,229074
2020-08-20,"55","State","WI",68233,740,718.14,1093294,9131,8299.86,1067,7,7,9871,9018,5469,39840,22924,35084,33026,123,2333,6734,17010,11388,9705,9480,6115,3127,1664,677,495,572,0,0,0,8,12,33,75,169,279,293,198,679,1932,9228,43550,6312,6532,15108,44289,8836,13,30,217,770,20,17,123,922,22,5599,40973,21661,50,90,369,459,610,853,1093,1023,687,235,1508,4054,10212,6854,5904,5733,3390,1351,596,238,775,2590,6429,4075,3191,2894,1632,753,381,204,978,5,5,33,45,108,173,257,209,105,38,147238
2020-08-19,"55","State","WI",67493,663,747.14,1084163,8766,8634.29,1060,8,7,9429,9381.43,5430,39453,22610,34740,32633,120,2300,6663,16838,11261,9606,9379,6042,3086,1648,670,492,568,0,0,0,8,12,32,75,168,278,289,198,663,1914,9167,43055,6253,6441,14989,43798,8706,12,30,216,765,20,17,123,915,22,5551,40536,21406,49,90,368,457,607,847,1086,1013,678,235,1484,4021,10132,6788,5851,5678,3339,1334,592,234,767,2552,6338,4016,3148,2854,1617,739,378,201,975,4,5,33,45,108,173,256,208,105,38,225096
2020-08-18,"55","State","WI",66830,634,720.71,1075397,9357,8731.43,1052,13,6.57,9991,9452.14,5380,39011,22439,34424,32287,119,2290,6600,16682,11163,9521,9256,5974,3055,1624,665,488,564,0,0,0,8,12,32,73,168,277,284,198,656,1893,9134,42539,6220,6388,14917,43313,8600,11,30,214,760,20,17,122,908,22,5499,40056,21275,48,90,367,454,605,833,1073,1006,669,235,1479,3968,10025,6714,5794,5599,3294,1320,584,234,763,2542,6290,3995,3122,2824,1607,729,371,196,964,4,5,33,45,107,170,254,205,103,38,149349
2020-08-17,"55","State","WI",66196,455,733.57,1066040,5507,9234,1039,0,5.86,5962,9967.57,5327,38507,22362,34113,31969,114,2264,6536,16545,11062,9431,9145,5916,3027,1612,658,483,556,0,0,0,8,10,32,72,168,274,279,196,648,1888,9081,42070,6168,6341,14810,42844,8542,11,30,212,750,19,17,121,897,21,5442,39505,21249,48,89,360,448,603,823,1065,994,663,234,1450,3914,9918,6651,5716,5512,3235,1302,581,228,766,2533,6267,3963,3112,2810,1616,731,368,196,961,4,5,33,45,107,169,253,204,103,38,151384
2020-08-16,"55","State","WI",65741,685,741,1060533,5414,9541.57,1039,1,5.86,6099,10282.57,5304,38267,22170,33862,31766,113,2230,6489,16454,10991,9359,9076,5875,3006,1603,658,483,556,0,0,0,8,10,32,72,168,274,279,196,644,1877,9035,41766,6126,6293,14756,42533,8452,11,30,212,750,19,17,121,897,21,5409,39254,21078,48,89,359,442,599,820,1062,989,663,233,1433,3892,9855,6616,5676,5481,3215,1296,575,228,749,2508,6240,3933,3084,2775,1598,721,365,197,957,4,5,32,45,107,168,252,203,103,38,150704
2020-08-15,"55","State","WI",65056,829,731.86,1055119,10506,9739.14,1038,13,6,11335,10471,5275,37954,21827,33525,31418,113,2214,6412,16290,10876,9252,8981,5812,2976,1588,655,482,556,0,0,0,8,10,32,72,167,274,279,196,636,1855,8987,41261,6102,6215,14681,42066,8309,11,30,212,749,19,17,121,896,21,5366,38945,20745,48,89,356,439,598,814,1056,988,656,231,1420,3864,9786,6557,5627,5430,3187,1283,572,228,746,2459,6148,3880,3027,2737,1569,705,360,196,954,4,5,32,45,106,166,252,203,103,38,223712
2020-08-14,"55","State","WI",64227,1021,779.86,1044613,9418,9952.14,1025,7,5,10439,10732,5235,37474,21518,33129,30984,114,2188,6314,16095,10756,9143,8856,5727,2931,1572,645,477,548,0,0,0,8,10,32,71,167,269,276,192,631,1849,8941,40638,6034,6134,14573,41502,8152,11,30,212,736,19,17,121,884,20,5313,38375,20539,48,88,354,433,593,811,1050,979,650,229,1408,3808,9667,6478,5554,5359,3145,1267,564,224,732,2418,6074,3845,2996,2686,1532,685,358,192,951,4,4,32,45,106,166,252,202,103,37,137481
